dump_row_id,offerid,offer_name,brand_name,dump_product,dump_variant,dump_segment,dump_packsize,candidate_rank,master_itemcode,master_itemname,master_item_spec,master_category,match_score,token_set_score,wratio_score,size_status,top1_margin,label,label_source
4350,19578642,AL KABEER ZING CHICKEN FILLETS SPICY 465G,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,5,CKZFNS,ZING CHICKEN FILLET NON-SPICY,8 X 750 GMS,FILLETS,62.87,83.58,79.4,conflict,,0,auto_high_confidence
4420,19591485,Al kabeer Breaded Burgers 400gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,1,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,BURGERS,96.95,87.8,83.41,exact,13.04,1,auto_high_confidence
4420,19591485,Al kabeer Breaded Burgers 400gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,2,VVGP,GREEN PEAS,400 gm x 20 Pkts,TRADING-VEG,83.91,46.67,85.5,exact,,0,auto_high_confidence
4420,19591485,Al kabeer Breaded Burgers 400gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,3,CKBBAD,Breaded Chicken Burger Bag (56 g.),840 g. x 9,BURGERS,61.38,82.05,77.95,conflict,,0,auto_high_confidence
4420,19591485,Al kabeer Breaded Burgers 400gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,4,CKBBADPR,AK PRO Breaded Chicken Burger Bag 840 g. x 8,840 gm x 8,BURGERS,61.38,82.05,77.95,conflict,,0,auto_high_confidence
4420,19591485,Al kabeer Breaded Burgers 400gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,5,CKKBJ,JUMBO BREADED CHICKEN BURGER 100G BULK,1000 GM X 6 PKTS,BURGERS,61.38,82.05,77.95,conflict,,0,auto_high_confidence
4421,19591491,Al kabeer Zing Chicken Fillets 465g,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,1,CKZF,ZING CHICKEN FILLETS 465,465 Gms x 12 Pkts,FILLETS,89.59,80.0,76.29,exact,22.76,1,auto_high_confidence
4421,19591491,Al kabeer Zing Chicken Fillets 465g,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,2,CZFNSCFHP,Zing Chicken Fillets Non Spicy + Free Chicken Fillets Spicy,750+750 g. x 4,FILLETS,66.83,83.58,85.5,conflict,,0,auto_high_confidence
4421,19591491,Al kabeer Zing Chicken Fillets 465g,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,3,CKZFACKNP,Zing Chicken Fillets Spicy + Free Chicken Nuggets,1kg+750 g. x 3,FILLETS,62.87,83.58,79.4,conflict,,0,auto_high_confidence
4421,19591491,Al kabeer Zing Chicken Fillets 465g,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,4,CKZFDA,ZING CHICKEN FILLETS SPICY 750 GRM,750 GMS X 8 PKT,FILLETS,62.87,83.58,79.4,conflict,,0,auto_high_confidence
4421,19591491,Al kabeer Zing Chicken Fillets 465g,Al Kabeer,Chicken Fillets-Frozen,Spicy,Zing,465 gm,5,CKZFNS,ZING CHICKEN FILLET NON-SPICY,8 X 750 GMS,FILLETS,62.87,83.58,79.4,conflict,,0,auto_high_confidence
4447,19688286,Al Kabeer chicken& cheese sticks 1kg,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,91.97,69.7,85.5,exact,9.23,1,auto_high_confidence
4447,19688286,Al Kabeer chicken& cheese sticks 1kg,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,2,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,82.74,43.33,85.5,exact,,0,auto_high_confidence
4447,19688286,Al Kabeer chicken& cheese sticks 1kg,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,3,CCSAKPR,A.K PRO CHEESE SAMOSA,4 X 1.2 KGS,SAMOSA,54.01,46.96,85.5,conflict,,0,auto_high_confidence
4447,19688286,Al Kabeer chicken& cheese sticks 1kg,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,4,CCSAKA,CHEESE SAMOSAS BULK,1.2 Kgs x 4 Pkts,SAMOSA,53.59,45.76,85.5,conflict,,0,auto_high_confidence
4447,19688286,Al Kabeer chicken& cheese sticks 1kg,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,5,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,51.69,40.32,85.5,conflict,,0,auto_high_confidence
4470,19730603,"AL KABEER BEEF OR CHICKEN KIBBEH, 400 GRAMS",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,20.69,1,auto_high_confidence
4470,19730603,"AL KABEER BEEF OR CHICKEN KIBBEH, 400 GRAMS",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,71.38,45.16,85.5,,,0,auto_high_confidence
4470,19730603,"AL KABEER BEEF OR CHICKEN KIBBEH, 400 GRAMS",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,69.02,38.4,85.5,,,0,auto_high_confidence
4470,19730603,"AL KABEER BEEF OR CHICKEN KIBBEH, 400 GRAMS",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,55.23,50.43,85.5,conflict,,0,auto_high_confidence
4470,19730603,"AL KABEER BEEF OR CHICKEN KIBBEH, 400 GRAMS",Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.43,48.15,85.5,conflict,,0,auto_high_confidence
4500,19739977,Al Kabeer Breaded Chicken Fillets (330g),Al Kabeer,Chicken Fillets-Frozen,Spicy,Marinated & Breaded,330 gm,1,CFBF,BREADED FISH FILLET,330 Gms x 20 Pkts,FILLETS,88.64,60.18,85.5,exact,12.81,1,auto_high_confidence
4500,19739977,Al Kabeer Breaded Chicken Fillets (330g),Al Kabeer,Chicken Fillets-Frozen,Spicy,Marinated & Breaded,330 gm,2,CKBS,8 BEEF SEEKH KEBAB,320 Gms x 24 Pkts,KEBAB,75.82,43.56,85.5,close,,0,auto_high_confidence
4500,19739977,Al Kabeer Breaded Chicken Fillets (330g),Al Kabeer,Chicken Fillets-Frozen,Spicy,Marinated & Breaded,330 gm,3,CFBFA,BREADED FISH FILLET BULK,1 Kgs x 5 Pkts,FILLETS,55.72,51.85,85.5,conflict,,0,auto_high_confidence
4500,19739977,Al Kabeer Breaded Chicken Fillets (330g),Al Kabeer,Chicken Fillets-Frozen,Spicy,Marinated & Breaded,330 gm,4,CKBW,BBQ CHICKEN WINGS 400,400 Gms x 12 Pkts,WINGS,53.79,46.32,85.5,conflict,,0,auto_high_confidence
4500,19739977,Al Kabeer Breaded Chicken Fillets (330g),Al Kabeer,Chicken Fillets-Frozen,Spicy,Marinated & Breaded,330 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,52.01,41.24,85.5,conflict,,0,auto_high_confidence
4548,19748245,Al Kabeer Beef/ Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,21.26,1,auto_high_confidence
4548,19748245,Al Kabeer Beef/ Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,70.82,43.55,85.5,,,0,auto_high_confidence
4548,19748245,Al Kabeer Beef/ Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.45,36.8,85.5,,,0,auto_high_confidence
4548,19748245,Al Kabeer Beef/ Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,54.62,48.7,85.5,conflict,,0,auto_high_confidence
4548,19748245,Al Kabeer Beef/ Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.43,48.15,85.5,conflict,,0,auto_high_confidence
4549,19748245,Al Kabeer Beef/ Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,21.26,1,auto_high_confidence
4549,19748245,Al Kabeer Beef/ Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,70.82,43.55,85.5,,,0,auto_high_confidence
4549,19748245,Al Kabeer Beef/ Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.45,36.8,85.5,,,0,auto_high_confidence
4549,19748245,Al Kabeer Beef/ Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,54.62,48.7,85.5,conflict,,0,auto_high_confidence
4549,19748245,Al Kabeer Beef/ Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.43,48.15,85.5,conflict,,0,auto_high_confidence
4577,19835819,Al Kabeer chicken& cheese sticks KG,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,1,CCKSB,CHICKEN STICKS BULK,1 Kgs x 5 Pkts,STICKS & FINGERS,91.97,69.7,85.5,exact,9.23,1,auto_high_confidence
4577,19835819,Al Kabeer chicken& cheese sticks KG,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,2,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,82.74,43.33,85.5,exact,,0,auto_high_confidence
4577,19835819,Al Kabeer chicken& cheese sticks KG,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,3,CCSAKPR,A.K PRO CHEESE SAMOSA,4 X 1.2 KGS,SAMOSA,54.01,46.96,85.5,conflict,,0,auto_high_confidence
4577,19835819,Al Kabeer chicken& cheese sticks KG,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,4,CCSAKA,CHEESE SAMOSAS BULK,1.2 Kgs x 4 Pkts,SAMOSA,53.59,45.76,85.5,conflict,,0,auto_high_confidence
4577,19835819,Al Kabeer chicken& cheese sticks KG,Al Kabeer,Chicken Cheese Stick-Frozen,No Variant,Frozen Barbeque Products,1 kg,5,CCSAK,12 CHEESE SAMOSAS,240 Gms x 20 Pkts,SAMOSA,51.69,40.32,85.5,conflict,,0,auto_high_confidence
4585,19844257,Al Kabeer Chicken Burger 400gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,1,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,BURGERS,94.09,84.85,80.61,exact,9.24,1,auto_high_confidence
4585,19844257,Al Kabeer Chicken Burger 400gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,2,CKBB,8 BREADED CHICKEN BURGERS,400 Gms x 12 Pkts,BURGERS,84.85,75.29,71.53,exact,,0,auto_high_confidence
4585,19844257,Al Kabeer Chicken Burger 400gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,3,CKBBAD,Breaded Chicken Burger Bag (56 g.),840 g. x 9,BURGERS,56.9,77.42,73.55,conflict,,0,auto_high_confidence
4585,19844257,Al Kabeer Chicken Burger 400gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,4,CKBBADPR,AK PRO Breaded Chicken Burger Bag 840 g. x 8,840 gm x 8,BURGERS,56.9,77.42,73.55,conflict,,0,auto_high_confidence
4585,19844257,Al Kabeer Chicken Burger 400gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,5,CKKBJ,JUMBO BREADED CHICKEN BURGER 100G BULK,1000 GM X 6 PKTS,BURGERS,56.9,77.42,73.55,conflict,,0,auto_high_confidence
4596,19875989,ALKABEER CHICKEN/BEEF KIBBEH 400GR,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,21.26,1,auto_high_confidence
4596,19875989,ALKABEER CHICKEN/BEEF KIBBEH 400GR,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,70.82,43.55,85.5,,,0,auto_high_confidence
4596,19875989,ALKABEER CHICKEN/BEEF KIBBEH 400GR,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,69.02,38.4,85.5,,,0,auto_high_confidence
4596,19875989,ALKABEER CHICKEN/BEEF KIBBEH 400GR,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,55.23,50.43,85.5,conflict,,0,auto_high_confidence
4596,19875989,ALKABEER CHICKEN/BEEF KIBBEH 400GR,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,BTS,BEEF TOPSIDE ALK,20 KGS,MEAT-INDIAN-TRD,54.65,48.78,85.5,conflict,,0,auto_high_confidence
4597,19875989,ALKABEER CHICKEN/BEEF KIBBEH 400GR,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,21.26,1,auto_high_confidence
4597,19875989,ALKABEER CHICKEN/BEEF KIBBEH 400GR,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,70.82,43.55,85.5,,,0,auto_high_confidence
4597,19875989,ALKABEER CHICKEN/BEEF KIBBEH 400GR,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,69.02,38.4,85.5,,,0,auto_high_confidence
4597,19875989,ALKABEER CHICKEN/BEEF KIBBEH 400GR,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,55.23,50.43,85.5,conflict,,0,auto_high_confidence
4597,19875989,ALKABEER CHICKEN/BEEF KIBBEH 400GR,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,BTS,BEEF TOPSIDE ALK,20 KGS,MEAT-INDIAN-TRD,54.65,48.78,85.5,conflict,,0,auto_high_confidence
4627,19886400,Al Kabeer Breaded Chicken Burgers 400G,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,1,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,BURGERS,100.0,91.14,86.58,exact,17.97,1,auto_high_confidence
4627,19886400,Al Kabeer Breaded Chicken Burgers 400G,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,2,CFBJ,JUMBO HOTDOGS,400 Gms x 20 Pkts,SAUSAGES,82.03,41.3,85.5,exact,,0,auto_high_confidence
4627,19886400,Al Kabeer Breaded Chicken Burgers 400G,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,3,CBBUR,BEEF BURGERS 56 g.,840 g. x 9,BURGERS,56.83,55.0,85.5,conflict,,0,auto_high_confidence
4627,19886400,Al Kabeer Breaded Chicken Burgers 400G,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,4,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,56.74,54.76,85.5,conflict,,0,auto_high_confidence
4627,19886400,Al Kabeer Breaded Chicken Burgers 400G,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,400 gm,5,CBBOA,BEEF BURGERS BULK,2 Kgs x 5 Pkts,BURGERS,55.76,51.95,85.5,conflict,,0,auto_high_confidence
4645,19894937,Al Kabeer Chicken / Beef Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,21.26,1,auto_high_confidence
4645,19894937,Al Kabeer Chicken / Beef Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,70.82,43.55,85.5,,,0,auto_high_confidence
4645,19894937,Al Kabeer Chicken / Beef Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.45,36.8,85.5,,,0,auto_high_confidence
4645,19894937,Al Kabeer Chicken / Beef Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,54.62,48.7,85.5,conflict,,0,auto_high_confidence
4645,19894937,Al Kabeer Chicken / Beef Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.43,48.15,85.5,conflict,,0,auto_high_confidence
4646,19894937,Al Kabeer Chicken / Beef Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,21.26,1,auto_high_confidence
4646,19894937,Al Kabeer Chicken / Beef Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,70.82,43.55,85.5,,,0,auto_high_confidence
4646,19894937,Al Kabeer Chicken / Beef Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.45,36.8,85.5,,,0,auto_high_confidence
4646,19894937,Al Kabeer Chicken / Beef Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,54.62,48.7,85.5,conflict,,0,auto_high_confidence
4646,19894937,Al Kabeer Chicken / Beef Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.43,48.15,85.5,conflict,,0,auto_high_confidence
4649,19895322,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,21.26,1,auto_high_confidence
4649,19895322,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,70.82,43.55,85.5,,,0,auto_high_confidence
4649,19895322,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.45,36.8,85.5,,,0,auto_high_confidence
4649,19895322,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,54.62,48.7,85.5,conflict,,0,auto_high_confidence
4649,19895322,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Beef Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.43,48.15,85.5,conflict,,0,auto_high_confidence
4650,19895322,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,92.08,70.0,85.5,exact,21.26,1,auto_high_confidence
4650,19895322,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,70.82,43.55,85.5,,,0,auto_high_confidence
4650,19895322,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.45,36.8,85.5,,,0,auto_high_confidence
4650,19895322,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,54.62,48.7,85.5,conflict,,0,auto_high_confidence
4650,19895322,Al Kabeer Beef / Chicken Kibbeh 400gm,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBO,4 BEEF BURGERS,200 Gms x 30 Pkt,BURGERS,54.43,48.15,85.5,conflict,,0,auto_high_confidence
4687,19908684,AL KABEER CHICKEN KIBBEH 400GM,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,1,CBK,BEEF KIBBEH 400,400 Gms x 12 Pkts,KOFTA-KIBBEH-FELAFEL,89.68,63.16,85.5,exact,20.69,1,auto_high_confidence
4687,19908684,AL KABEER CHICKEN KIBBEH 400GM,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,2,BVL3,VEAL LEGS 3.6,Asstd. Wt.,MEAT-INDIAN-TRD,68.99,38.33,85.5,,,0,auto_high_confidence
4687,19908684,AL KABEER CHICKEN KIBBEH 400GM,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,3,BC40,BEEF CUBES,2 lb x 20 Pkts,MEAT-INDIAN-TRD,68.52,36.97,85.5,,,0,auto_high_confidence
4687,19908684,AL KABEER CHICKEN KIBBEH 400GM,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,4,BTS,BEEF TOPSIDE ALK,20 KGS,MEAT-INDIAN-TRD,52.41,42.37,85.5,conflict,,0,auto_high_confidence
4687,19908684,AL KABEER CHICKEN KIBBEH 400GM,Al Kabeer,Chicken Kibbeh-Frozen,No Variant,Frozen Kofta / Kibbeh & Meat Balls,400 gm,5,CBBOT,TAYEBAT BEEF BURGERS ONION BULK,1 Kgs x 9 Pkts,BURGERS,52.21,41.82,85.5,conflict,,0,auto_high_confidence
4777,20020283,Al Kabeer Chicken Burgers 840Gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,1,CKBBADPR,AK PRO Breaded Chicken Burger Bag 840 g. x 8,840 gm x 8,BURGERS,96.95,87.8,83.41,exact,30.0,1,auto_high_confidence
4777,20020283,Al Kabeer Chicken Burgers 840Gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,2,CKBBAD,Breaded Chicken Burger Bag (56 g.),840 g. x 9,BURGERS,66.95,87.8,83.41,conflict,,0,auto_high_confidence
4777,20020283,Al Kabeer Chicken Burgers 840Gm,Al Kabeer,Chicken Burger-Frozen,Breaded,Frozen Burger,840 gm,3,CKBBS,8 BREADED CHICKEN BURGER HOT & SPICY,400 gm x 12 Pkts,BURGERS,61.38,82.05,77.95,conflict,,0,auto_high_confidence
